Posisjone til Lasten i globale kordinater 
X,Y
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.3276496595549624,-1.310969509606819
-0.33099710707955127,-1.3110444945059248
-0.3276496595549624,-1.310969509606819
